Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Longitud,Latitud
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,0,1280,0,2421,0,0,0,0,3701,-58.5669976603922,-34.553116323608
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,0,593,0,1155,0,0,0,0,1748,-58.5553936643491,-34.5612567076697
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,0,693,0,1282,0,0,0,0,1975,-58.5755928423118,-34.5433989252454
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,0,1100,0,2489,0,0,0,382,3971,-58.5284854572959,-34.5507646909435
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,0,1020,0,2229,0,0,0,0,3249,-58.5491721010066,-34.5383846467918
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,442,3515,0,734,16,0,0,2210,6917,-58.5802550661988,-34.5253711653351
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,0,1107,0,2728,0,0,0,0,3835,-58.5750972559389,-34.5474839124216
BUENOS AIRES,General San Martín,Villa Libertad,6371010,0,1133,0,2541,0,0,0,0,3674,-58.5623334028073,-34.5846960052521
BUENOS AIRES,General San Martín,Villa Lynch,6371010,107,2460,2,13,2,0,0,0,2584,-58.5234377223288,-34.590146441043
BUENOS AIRES,General San Martín,Villa Maipu,6371010,0,1638,0,3161,0,0,0,545,5344,-58.5245451491949,-34.5682131696117
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,0,207,0,365,0,0,0,0,572,-58.5321739553925,-34.5939487574993
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,0,190,0,408,32,0,0,0,630,-58.5336624494541,-34.5618730613851
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,339,5904,0,1252,20,0,0,586,8101,-58.5448069225448,-34.5659932905453
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,0,265,0,542,0,0,0,0,807,-58.5491073994839,-34.5716953020123
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,0,5,0,0,0,0,0,0,5,-58.5959093634496,-34.5416520781805
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,0,0,0,0,0,0,61,623,-60.9889526585307,-34.7472686783062
BUENOS AIRES,General Viamonte,Los Toldos,6385030,214,0,1,4453,0,0,0,47,4715,-61.0381497866181,-35.0010365651503
BUENOS AIRES,General Viamonte,Zavalía,6385050,0,0,0,0,0,0,0,31,31,-61.0044538243489,-34.8949208760254
BUENOS AIRES,General Villegas,Banderaló,6392010,0,0,0,0,250,1,0,0,251,-63.3741563457186,-35.0124666610174
BUENOS AIRES,General Villegas,Cañada Seca,6392020,0,0,0,0,200,0,0,0,200,-62.9618553806295,-34.4155054560621
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,0,0,60,0,1,0,0,378,-63.3724454840572,-34.672994561958
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,0,0,0,0,0,1,0,0,1,-63.1960964862342,-34.7798328261907
BUENOS AIRES,General Villegas,Piedritas,6392080,368,0,0,189,0,1,0,58,616,-62.9846965760316,-34.771104540922
BUENOS AIRES,General Villegas,Santa Regina,6392100,0,136,0,0,0,0,0,0,136,-63.1732728724567,-34.548335663977
BUENOS AIRES,Guaminí,Casbas,6399020,0,0,1,0,1,0,0,128,130,-62.5017754084549,-36.7580953396186
BUENOS AIRES,Guaminí,Guaminí,6399040,0,0,0,75,11,0,0,351,437,-62.4166857296556,-37.0120881308673
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,0,0,0,0,0,0,0,39,39,-62.5391482291111,-37.0864662845331
BUENOS AIRES,Guaminí,Garré,6399030,0,0,0,288,0,0,0,0,288,-62.5981120377825,-36.5604378772819
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,79,0,1,0,0,0,0,810,890,-61.7178401805261,-36.2994630370091
BUENOS AIRES,Hurlingham,Hurlingham,6408010,297,15984,56,18085,12,1,0,499,34934,-58.6357209509749,-34.5930931356257
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,15,7491,27,14011,1,0,0,114,21659,-58.6538103691925,-34.6123944448227
BUENOS AIRES,Hurlingham,William C. Morris,6408010,0,21,0,14,0,0,0,392,427,-58.6583005365543,-34.5815622830288
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,148,27375,114,24902,0,3,0,199,52741,-58.688489332955,-34.6440551161203
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,0,0,0,0,0,0,0,30,30,-58.6733044157835,-34.6699430265699
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,10,9011,9,3547,0,0,0,378,12955,-58.693287500009,-34.6168695808944
BUENOS AIRES,José C. Paz,Del Viso,6412010,0,278,0,0,0,0,0,0,278,-58.8042588983994,-34.480495794913
BUENOS AIRES,José C. Paz,José C Paz,6412010,1282,30382,82,18225,1117,2,0,117,51207,-58.770881112578,-34.5211611965464
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,0,1882,0,0,0,0,0,0,1882,-58.7863780316191,-34.4918483987206
BUENOS AIRES,Junín,Agustín Roca,6413010,0,0,0,89,0,0,0,210,299,-60.8648956546314,-34.508084406003
BUENOS AIRES,Junín,Agustina,6413020,0,0,0,8,0,0,0,0,8,-61.067072329925,-34.4607068571169
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,0,0,0,0,0,0,0,4,4,-61.0183645929666,-34.6606435780718
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,0,0,0,0,0,0,0,72,72,-61.1310781728463,-34.3467322372427
BUENOS AIRES,Junín,Junín,6413050,2637,18392,84,4873,3,1,0,7694,33684,-60.9472651715327,-34.5838316271397
BUENOS AIRES,Junín,Laplacette,6413060,0,0,0,1,0,0,16,0,17,-61.1553171474145,-34.7245238530675
BUENOS AIRES,Junín,Morse,6413070,0,57,0,254,0,0,0,117,428,-60.8419122487126,-34.7608898130707
BUENOS AIRES,Junín,Saforcada,6413080,0,0,0,0,1,0,0,75,76,-61.0747308195452,-34.5752591285936
BUENOS AIRES,La Costa,Las Toninas,6420010,365,1076,1,68,401,0,0,26,1937,-56.7004352579533,-36.4883976285615
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1348,4326,28,9049,1042,0,0,1,15794,-56.6841400639982,-36.6874110140403
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1423,3551,3,4943,1172,0,0,40,11132,-56.723944139417,-36.3532388310754
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,2330,7654,13,917,2,0,0,201,11117,-56.705867443875,-36.5409111808415
BUENOS AIRES,La Costa,Aguas Verdes,6420030,28,0,0,141,0,0,0,1,170,-56.6949520678334,-36.6552111489067
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,101,943,0,1469,205,0,0,1,2719,-56.6817136067571,-36.6627491358367
BUENOS AIRES,La Matanza,20 De Junio,6427010,4,756,2,1113,0,0,0,2,1877,-58.7171850019077,-34.7855336508384
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,1,2898,0,0,1,0,0,2,2902,-58.5089043765674,-34.7141728890679
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,40,10650,26,3582,31,0,0,108,14437,-58.5370063768546,-34.7245358500775
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,12,30097,25,13814,6,7,0,1432,45393,-58.6404861634561,-34.7724652485211
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,18,27705,14,19815,15,0,0,1469,49036,-58.5925328858169,-34.7468379962284
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,25,22344,30,28971,27,0,0,261,51658,-58.577751528605,-34.7184291570686
BUENOS AIRES,La Matanza,La Tablada,6427010,36,15251,2,896,7,0,0,972,17164,-58.5256123986254,-34.6870536689657
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,51,12334,8,1305,13,0,0,66,13777,-58.5331553311677,-34.6656949723622
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,12,15110,10,9096,7,0,0,278,24513,-58.6258365121679,-34.7132054583486
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,518,37756,79,9225,19,2,0,20,47619,-58.5592114732944,-34.6523081823718
BUENOS AIRES,La Matanza,San Justo,6427010,131,25374,98,16033,11,1,0,879,42527,-58.5626785715398,-34.6881604248706
BUENOS AIRES,La Matanza,Tapiales,6427010,233,3897,25,9651,14,1,0,2,13823,-58.495008488146,-34.7108317770604
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,4,16802,1,1,1,0,0,115,16924,-58.5938792359541,-34.6730866446433
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4526,21833,0,235,0,0,0,348,26942,-58.686067635918,-34.8475213469043
BUENOS AIRES,La Plata,Abasto,6441030,0,682,0,5820,0,0,0,10,6512,-58.1151848585184,-35.0103681960184
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,0,761,0,0,0,0,0,11,772,-58.0959060056615,-35.0261580911328
BUENOS AIRES,La Plata,Arturo Segui,6441030,0,225,0,0,0,0,0,0,225,-58.132711650613,-34.8907397135389
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,213,0,0,189,0,0,0,0,402,-58.166667,-34.933333
BUENOS AIRES,La Plata,City Bell,6441030,0,12876,0,1504,0,0,0,145,14525,-58.0582328038691,-34.8879382744371
BUENOS AIRES,La Plata,Ignacio Correas,6441020,0,0,0,0,2,0,0,46,48,-57.8440249586726,-35.0345600341406
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,0,853,0,199,0,0,0,0,1052,-58.039185928571,-34.9017817335757
BUENOS AIRES,La Plata,Jose Hernandez,6441030,0,33,0,37,0,0,0,0,70,-58.0143972026636,-34.8985896635727
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,0,957,0,0,0,0,0,10,967,-58.0362904746611,-34.9455092438623
BUENOS AIRES,La Plata,La Cumbre,6441030,0,0,0,0,0,0,0,145,145,-58.0019478733944,-34.9235917717359
BUENOS AIRES,La Plata,La Plata,6441030,7402,136639,517,54168,280,9,0,3908,202923,-57.9540560062469,-34.920863104693
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,0,2990,0,14,0,0,0,10,3014,-58.043377425691,-34.9976086009747
BUENOS AIRES,La Plata,Los Hornos,6441030,0,3653,0,1298,0,0,0,145,5096,-57.9850539062724,-34.973715513981
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,0,12592,0,977,0,0,0,0,13569,-58.0189915342036,-34.8819511933447
BUENOS AIRES,La Plata,Ringuelet,6441030,0,3975,0,396,0,0,0,0,4371,-57.9913781921596,-34.8910544941568
BUENOS AIRES,La Plata,Tolosa,6441030,0,13597,0,966,0,0,0,0,14563,-57.9821293495972,-34.9007699307169
BUENOS AIRES,La Plata,Villa Elisa,6441030,0,5669,0,326,0,0,0,145,6140,-58.0907139194439,-34.8776205187118
BUENOS AIRES,La Plata,Villa Elvira,6441030,0,4942,0,399,0,0,0,145,5486,-57.9214984675578,-34.9406437624757
BUENOS AIRES,La Plata,ruta del sol,6441030,89,0,0,81,0,0,0,0,170,-58.1732652389706,-34.9437333541431
BUENOS AIRES,La Plata,ruta del sol,6441030,89,0,0,81,0,0,0,0,170,-58.1732652389706,-34.9437333541431
BUENOS AIRES,La Plata,El Retiro,6441030,0,0,0,1,0,0,0,0,1,-57.9957432212034,-34.9476175562489
BUENOS AIRES,La Plata,Transradio,6441030,0,0,0,0,0,1,0,0,1,-58.081733864461,-34.8790055541958
BUENOS AIRES,La Plata,Arana,6441030,0,0,0,0,0,0,0,96,96,-57.8865250010855,-35.0300556104917
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,0,0,0,0,0,0,0,145,145,-57.8404966243711,-34.9986517196678
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,0,0,0,0,0,0,0,145,145,-57.8674653074052,-34.9830288461923
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,0,0,0,0,0,0,0,145,145,-57.8108950283044,-34.9707544223488
BUENOS AIRES,La Plata,Barrio Gambier,6441030,0,0,0,0,0,0,0,145,145,-57.9837630521994,-34.9359594527479
BUENOS AIRES,La Plata,Villa Montoro,6441030,0,0,0,0,0,0,0,145,145,-57.9025001308298,-34.9634490535296
BUENOS AIRES,La Plata,Country Club El Rodeo,6441010,0,0,0,189,0,0,0,0,189,-58.1393275732941,-35.0794688053886
BUENOS AIRES,Lanús,Gerli,6434010,7,5915,14,6530,3,0,0,0,12469,-58.3838628492162,-34.6909571502715
BUENOS AIRES,Lanús,Lanús Este,6434010,239,26828,78,16895,0,1,0,264,44305,-58.3725047463731,-34.7108609216651
BUENOS AIRES,Lanús,Lanús Oeste,6434010,0,12134,1,16231,0,0,0,364,28730,-58.416253274019,-34.6957815314992
BUENOS AIRES,Lanús,Monte Chingolo,6434010,9,10721,43,18375,24,0,0,0,29172,-58.3561741850066,-34.7302098940207
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,15,13572,19,6807,0,0,0,344,20757,-58.397669711018,-34.723808815713
BUENOS AIRES,Lanús,Valentín Alsina,6434010,63,7174,75,13210,13,0,0,2,20537,-58.4134851675076,-34.672035526127
BUENOS AIRES,Laprida,Laprida,6448010,0,22,0,2793,0,0,0,0,2815,-60.7970535965801,-37.5467976434903
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,0,0,0,0,0,0,0,8,8,-60.9098409,-37.3263227
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,0,0,0,0,0,0,0,117,117,-60.9621658450441,-37.2298626892886
BUENOS AIRES,Las Flores,Las Flores,6455030,1411,0,0,3575,0,0,0,791,5777,-59.1004659218434,-36.0154969145348
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,0,0,0,0,0,0,0,3,3,-59.0693547287839,-35.9414440334215
BUENOS AIRES,Las Flores,El Trigo,6455020,0,0,0,1,0,0,0,3,4,-59.4063369903389,-35.8815483511482
BUENOS AIRES,Las Flores,Pardo,6455040,0,0,0,0,0,0,0,4,4,-59.3662916338311,-36.2437580460508
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,0,0,0,2,0,0,2,6,-61.8448787838164,-34.4418003349
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,0,0,0,4,0,1,0,108,113,-61.5829085058874,-34.6528608747523
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,0,0,0,0,0,0,0,39,39,-61.5156655267073,-34.3430420274499
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,0,185,0,0,0,0,0,65,250,-61.391182899484,-34.5217246234597
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,814,0,1,11,0,1,0,1167,1994,-61.5453447631479,-34.4973984349932
BUENOS AIRES,Lincoln,Bayauca,6469020,0,0,0,0,1,0,0,43,44,-61.2895451446375,-34.8710511337121
BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0,1,10,0,0,0,0,11,-61.5163333232822,-35.0882210775847
BUENOS AIRES,Lincoln,Las Toscas,6469070,330,0,0,0,0,0,0,0,330,-61.8061599731445,-35.3627586364746
BUENOS AIRES,Lincoln,Lincoln,6469080,703,9240,38,20,1,0,0,0,10002,-61.5291649669285,-34.869042222818
BUENOS AIRES,Lincoln,Pasteur,6469090,0,0,0,0,0,2,0,461,463,-62.2439028944602,-35.1426386337075
BUENOS AIRES,Lincoln,Roberts,6469100,0,0,1,699,0,0,0,0,700,-61.9707859541264,-35.1440875676884
BUENOS AIRES,Lincoln,Arenaza,6469010,0,0,0,293,0,0,0,0,293,-61.7729116988591,-34.9846043002155
BUENOS AIRES,Lincoln,Carlos Salas,6469040,0,0,0,0,0,0,0,123,123,-61.9949102331933,-35.3913662871435
BUENOS AIRES,Lobería,Lobería,6476030,634,0,5,1497,15,1,0,701,2853,-58.7822303314999,-38.165273387122
BUENOS AIRES,Lobería,San Manuel,6476050,0,0,0,353,0,0,0,126,479,-58.8486476710495,-37.7892829007834
BUENOS AIRES,Lobería,Pieres,6476040,0,0,0,0,0,0,0,14,14,-58.670580006548,-38.3962306181995
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,0,0,0,0,0,0,0,20,20,-58.9120965943062,-37.9097927118145
BUENOS AIRES,Lobos,Antonio Carboni,6483010,2,0,1,122,156,0,0,101,382,-59.3449562581802,-35.2033088915799
BUENOS AIRES,Lobos,Elvira,6483020,0,0,0,61,0,0,0,74,135,-59.4860397931491,-35.243272141682
BUENOS AIRES,Lobos,Lobos,6483040,587,0,10,3211,0,0,0,1510,5318,-59.0957115706922,-35.1858677983922
BUENOS AIRES,Lobos,Salvador María,6483050,87,0,0,446,0,0,0,265,798,-59.1696841440203,-35.3028071422894
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,163,60877,77,10587,101,1,0,0,71806,-58.440675368556,-34.7379027155314
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,21,7337,32,7259,3,0,0,2,14654,-58.4320908524909,-34.7946182344111
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,290,35681,109,12966,192,2,0,2348,51588,-58.4267903899666,-34.7627676410061
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,10,25584,19,9322,50,2,0,0,34987,-58.3780461337408,-34.767486625425
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,11,2433,20,7031,1,0,0,0,9496,-58.4041056486523,-34.789560716095
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,0,36,0,0,0,0,0,300,336,-58.4283436419093,-34.7289932955803
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,0,461,0,1,0,0,0,666,1128,-58.4451304500011,-34.7067104032516
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,0,0,0,208,0,0,0,25,233,-59.1700837097016,-34.5607457195455
BUENOS AIRES,Luján,Carlos Keen,6497020,0,0,0,0,0,0,0,20,20,-59.2180861330698,-34.4862819813638
BUENOS AIRES,Luján,Cortines,6497060,71,0,0,405,0,0,0,41,517,-59.2044266157478,-34.5590633814317
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,425,1083,0,2647,0,0,0,20,4175,-59.1757529081248,-34.6028553295745
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,0,0,0,0,0,0,0,38,38,-59.0582308683017,-34.5806997364467
BUENOS AIRES,Luján,Luján,6497060,1681,13392,36,10559,0,1,0,2030,27699,-59.109540176033,-34.5706550661632
BUENOS AIRES,Luján,Olivera,6497070,0,0,0,5,0,0,0,42,47,-59.2533805145177,-34.6265041710141
BUENOS AIRES,Luján,Torres,6497090,99,0,0,0,0,0,0,21,120,-59.1287739002816,-34.4318215080317
BUENOS AIRES,Magdalena,Magdalena,6505040,604,0,1,3131,0,0,437,199,4372,-57.5172585839912,-35.0806853032506
BUENOS AIRES,Magdalena,Vieytes,6505060,0,0,0,28,0,0,0,84,112,-57.5757117447539,-35.269568396303
BUENOS AIRES,Maipú,Las Armas,6511010,90,0,0,0,0,0,0,54,144,-57.8285752273883,-37.0860540989
BUENOS AIRES,Maipú,Maipú,6511020,518,0,7,0,1100,0,0,20,1645,-57.8829166198472,-36.8648514645038
BUENOS AIRES,Maipú,Santo Domingo,6511030,0,0,0,0,0,1,0,7,8,-57.5860126519926,-36.7137597811284
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,0,0,110,0,0,0,0,211,-58.7062417407487,-34.4544550576034
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,477,7233,0,8104,1,0,0,0,15815,-58.7286750953502,-34.4869935800875
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,329,3609,0,2,1,0,0,110,4051,-58.6618050648717,-34.5004325972609
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,25,3258,3,1884,3,0,0,1,5174,-58.6989741628196,-34.4790933125467
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,133,6998,23,6508,5,1,0,1,13669,-58.7013439131882,-34.5078746726212
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,0,77,0,2,0,1,0,14,94,-58.7013439131882,-34.5078746726212
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1040,4315,1,46,7047,0,0,0,12449,-58.7513344097631,-34.4746661471823
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,19,3719,3,2685,5,0,0,22,6453,-58.6793063506777,-34.5061507591135
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1607,0,284,0,0,0,118,2012,-57.7299500229319,-37.452214188593
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,0,0,1,750,0,0,0,44,795,-57.7740148170475,-37.2778606745914
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,0,0,0,0,0,0,0,101,101,-57.6351210747907,-37.774854850113
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,158,0,1,1439,0,0,0,0,1598,-57.455658983424,-37.7768000427976
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,1617,1695,0,1805,0,0,0,558,5675,-57.5079487213859,-37.834833606977
BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,0,0,0,15,0,0,0,303,318,-57.6670967441538,-37.6627994476991
BUENOS AIRES,Mar Chiquita,La Caleta,6518020,0,0,0,0,0,0,0,157,157,-57.4647863685704,-37.7834384978567
